timestamp,question,pipeline,avg_ce_score,avg_kw_score,avg_answer_length,avg_email_count,avg_tutorial_count,avg_pdf_count
2026-04-17T01:34:08,What does solvateBox require as input in tleap?,LLM only,7.8921,3.3333,961.3333,0.0,0.0,0.0
2026-04-17T01:34:08,What does solvateBox require as input in tleap?,ChatGPT Web manual,7.2633,3.6667,1205.3333,0.0,0.0,0.0
2026-04-17T01:40:42,"In the notebook will create embeddings, and it has a function to run for pdf. They will not be on database?",LLM + RAG,6.1134,15.3333,422.0,0.0,0.0,5.0
2026-04-17T01:40:59,"In the notebook will create embeddings, and it has a function to run for pdf. They will not be on database?",LLM only,6.8288,15.0,901.0,0.0,0.0,0.0
2026-04-17T01:40:59,"In the notebook will create embeddings, and it has a function to run for pdf. They will not be on database?",ChatGPT Web manual,6.4985,13.3333,1187.3333,0.0,0.0,0.0
2026-04-17T01:47:26,The solution involves installing or re-installing the `parmed` package which is necessary for the amb2gro_top_gro.py program to run successfully.,LLM + RAG,6.6972,11.6667,239.6667,2.0,0.0,3.0
2026-04-17T01:48:10,The solution involves installing or re-installing the `parmed` package which is necessary for the amb2gro_top_gro.py program to run successfully.,LLM only,5.4749,14.6667,2136.3333,0.0,0.0,0.0
2026-04-17T01:48:11,The solution involves installing or re-installing the `parmed` package which is necessary for the amb2gro_top_gro.py program to run successfully.,ChatGPT Web manual,4.6232,10.3333,1105.3333,0.0,0.0,0.0
2026-04-17T01:55:05,CpHMD with pmemd.cuda gives illegal memory access launching kernel kNLSkinTest when cpin has more than 12 titratable residues. How can I debug this?,LLM + RAG,2.6781,14.6667,872.3333,5.0,0.0,0.0
2026-04-17T01:55:55,CpHMD with pmemd.cuda gives illegal memory access launching kernel kNLSkinTest when cpin has more than 12 titratable residues. How can I debug this?,LLM only,4.5724,18.0,2547.0,0.0,0.0,0.0
2026-04-17T01:55:55,CpHMD with pmemd.cuda gives illegal memory access launching kernel kNLSkinTest when cpin has more than 12 titratable residues. How can I debug this?,ChatGPT Web manual,4.7785,21.6667,4311.6667,0.0,0.0,0.0
2026-04-17T02:02:48,CpHMD in Amber22: constantpH.F90 ignores my &CNSTPHE_LIMITS block in cpin and MAX_TITR_RES overflows. What can I try?,LLM + RAG,4.9665,9.0,703.3333,5.0,0.0,0.0
2026-04-17T02:03:30,CpHMD in Amber22: constantpH.F90 ignores my &CNSTPHE_LIMITS block in cpin and MAX_TITR_RES overflows. What can I try?,LLM only,6.0288,11.3333,1869.6667,0.0,0.0,0.0
2026-04-17T02:03:30,CpHMD in Amber22: constantpH.F90 ignores my &CNSTPHE_LIMITS block in cpin and MAX_TITR_RES overflows. What can I try?,ChatGPT Web manual,5.2604,13.6667,3012.0,0.0,0.0,0.0
2026-04-17T02:13:09,Amber22 build fails at pytraj: fatal error: longintrepr.h: No such file or directory (Python 3.11 via miniconda). How do I fix the build?,LLM + RAG,5.1712,12.6667,1171.3333,5.0,0.0,0.0
2026-04-17T02:13:50,Amber22 build fails at pytraj: fatal error: longintrepr.h: No such file or directory (Python 3.11 via miniconda). How do I fix the build?,LLM only,4.0674,15.3333,1736.0,0.0,0.0,0.0
2026-04-17T02:13:51,Amber22 build fails at pytraj: fatal error: longintrepr.h: No such file or directory (Python 3.11 via miniconda). How do I fix the build?,ChatGPT Web manual,7.6141,20.0,2586.0,0.0,0.0,0.0
2026-04-17T02:21:12,"After a constant pH simulation, how can I get the charge of residues over time and visualize/analyze it?",LLM + RAG,8.8652,15.6667,1036.0,1.0,0.0,4.0
2026-04-17T02:22:16,"After a constant pH simulation, how can I get the charge of residues over time and visualize/analyze it?",LLM only,8.4178,17.3333,3237.3333,0.0,0.0,0.0
2026-04-17T02:22:16,"After a constant pH simulation, how can I get the charge of residues over time and visualize/analyze it?",ChatGPT Web manual,7.1861,18.0,6221.3333,0.0,0.0,0.0
2026-04-17T02:29:07,Best OS recommendation for installing Amber + CUDA on an RTX 3070 server: Rocky Linux vs Ubuntu? What setup is known to work?,LLM + RAG,7.9609,18.3333,1028.3333,5.0,0.0,0.0
2026-04-17T02:29:57,Best OS recommendation for installing Amber + CUDA on an RTX 3070 server: Rocky Linux vs Ubuntu? What setup is known to work?,LLM only,7.369,17.6667,2587.3333,0.0,0.0,0.0
2026-04-17T02:29:58,Best OS recommendation for installing Amber + CUDA on an RTX 3070 server: Rocky Linux vs Ubuntu? What setup is known to work?,ChatGPT Web manual,6.5195,19.3333,3033.0,0.0,0.0,0.0
2026-04-17T02:36:27,GAMESS optimization exits without minimizing and SCF energy loops for 200 iterations. What should I try to resolve SCF convergence?,LLM + RAG,5.2947,10.3333,676.3333,2.0,0.0,3.0
2026-04-17T02:37:19,GAMESS optimization exits without minimizing and SCF energy loops for 200 iterations. What should I try to resolve SCF convergence?,LLM only,6.7479,14.6667,2709.3333,0.0,0.0,0.0
2026-04-17T02:37:19,GAMESS optimization exits without minimizing and SCF energy loops for 200 iterations. What should I try to resolve SCF convergence?,ChatGPT Web manual,4.8932,12.3333,3445.6667,0.0,0.0,0.0
2026-04-17T02:44:32,MMPBSA.py fails with CalcError: cpptraj failed with prmtop ... (protein-protein complex). Where do I look and what common setup issues cause this?,LLM + RAG,5.9781,14.0,1641.6667,5.0,0.0,0.0
2026-04-17T02:45:26,MMPBSA.py fails with CalcError: cpptraj failed with prmtop ... (protein-protein complex). Where do I look and what common setup issues cause this?,LLM only,7.2174,17.0,2549.6667,0.0,0.0,0.0
2026-04-17T02:45:27,MMPBSA.py fails with CalcError: cpptraj failed with prmtop ... (protein-protein complex). Where do I look and what common setup issues cause this?,ChatGPT Web manual,6.2539,18.0,5599.3333,0.0,0.0,0.0
2026-04-17T02:51:52,Amber22 cmake says CUDA 11.7 and GCC are incompatible. Does Amber22 support CUDA 11.7 and what should I do?,LLM + RAG,7.7889,8.0,510.3333,5.0,0.0,0.0
2026-04-17T02:52:26,Amber22 cmake says CUDA 11.7 and GCC are incompatible. Does Amber22 support CUDA 11.7 and what should I do?,LLM only,7.5073,9.6667,1516.6667,0.0,0.0,0.0
2026-04-17T02:52:26,Amber22 cmake says CUDA 11.7 and GCC are incompatible. Does Amber22 support CUDA 11.7 and what should I do?,ChatGPT Web manual,8.4009,14.3333,4122.3333,0.0,0.0,0.0
2026-04-22T15:55:20,How do I use tleap to build a solvated protein system step by step in AMBER?,LLM + RAG,10.2234,12.0,787.3333,4.0,1.0,0.0
2026-04-22T15:56:45,How do I use tleap to build a solvated protein system step by step in AMBER?,LLM only,8.5168,13.3333,3250.3333,0.0,0.0,0.0
2026-04-22T15:56:45,How do I use tleap to build a solvated protein system step by step in AMBER?,ChatGPT Web manual,7.4999,14.3333,5897.0,0.0,0.0,0.0
2026-04-22T16:04:58,What commands are used in tleap to add water and ions to a system in AMBER?,LLM + RAG,10.0405,11.6667,663.0,5.0,0.0,0.0
2026-04-22T16:05:40,What commands are used in tleap to add water and ions to a system in AMBER?,LLM only,8.5415,11.6667,1562.3333,0.0,0.0,0.0
2026-04-22T16:05:40,What commands are used in tleap to add water and ions to a system in AMBER?,ChatGPT Web manual,8.4392,12.6667,1323.3333,0.0,0.0,0.0
2026-04-22T16:14:41,Show an example tleap input script to generate topology and coordinate files.,LLM + RAG,8.4076,11.0,962.6667,1.0,1.0,3.0
2026-04-22T16:15:25,Show an example tleap input script to generate topology and coordinate files.,LLM only,7.8599,10.0,1575.3333,0.0,0.0,0.0
2026-04-22T16:15:25,Show an example tleap input script to generate topology and coordinate files.,ChatGPT Web manual,6.5813,9.6667,1277.6667,0.0,0.0,0.0
2026-04-22T16:23:40,What are the steps to run energy minimization in AMBER using sander or pmemd?,LLM + RAG,9.7361,12.0,892.0,2.0,1.0,2.0
2026-04-22T16:24:53,What are the steps to run energy minimization in AMBER using sander or pmemd?,LLM only,8.3359,13.0,3246.3333,0.0,0.0,0.0
2026-04-22T16:24:54,What are the steps to run energy minimization in AMBER using sander or pmemd?,ChatGPT Web manual,7.4929,12.0,1935.3333,0.0,0.0,0.0
2026-04-22T16:32:48,What is the complete workflow for running a molecular dynamics simulation in AMBER from PDB to production?,LLM + RAG,8.6328,16.0,1255.6667,0.0,5.0,0.0
2026-04-22T16:33:51,What is the complete workflow for running a molecular dynamics simulation in AMBER from PDB to production?,LLM only,6.325,15.0,2685.6667,0.0,0.0,0.0
2026-04-22T16:33:51,What is the complete workflow for running a molecular dynamics simulation in AMBER from PDB to production?,ChatGPT Web manual,5.9433,14.0,2896.0,0.0,0.0,0.0
2026-04-22T16:46:38,How do I heat a system from 0 K to 300 K in AMBER step by step?,LLM + RAG,10.3042,12.0,1043.6667,5.0,0.0,0.0
2026-04-22T16:47:36,How do I heat a system from 0 K to 300 K in AMBER step by step?,LLM only,8.9483,12.3333,2409.6667,0.0,0.0,0.0
2026-04-22T16:47:36,How do I heat a system from 0 K to 300 K in AMBER step by step?,ChatGPT Web manual,8.6559,13.0,4464.3333,0.0,0.0,0.0
2026-04-22T16:55:20,What is the standard equilibration protocol in AMBER after minimization?,LLM + RAG,7.124,9.0,712.6667,3.0,0.0,2.0
2026-04-22T16:56:05,What is the standard equilibration protocol in AMBER after minimization?,LLM only,7.9548,9.3333,2516.6667,0.0,0.0,0.0
2026-04-22T16:56:05,What is the standard equilibration protocol in AMBER after minimization?,ChatGPT Web manual,7.4281,9.0,2478.6667,0.0,0.0,0.0
2026-04-22T17:04:41,How do I use cpptraj to calculate RMSD step by step?,LLM + RAG,10.0435,7.3333,1101.6667,2.0,3.0,0.0
2026-04-22T17:05:37,How do I use cpptraj to calculate RMSD step by step?,LLM only,8.5823,8.6667,2379.0,0.0,0.0,0.0
2026-04-22T17:05:37,How do I use cpptraj to calculate RMSD step by step?,ChatGPT Web manual,6.8511,8.3333,3440.3333,0.0,0.0,0.0
2026-04-22T17:13:19,What is an example cpptraj script for RMSD and RMSF analysis?,LLM + RAG,6.655,7.6667,926.3333,4.0,0.0,1.0
2026-04-22T17:14:04,What is an example cpptraj script for RMSD and RMSF analysis?,LLM only,8.3062,10.3333,1806.0,0.0,0.0,0.0
2026-04-22T17:14:04,What is an example cpptraj script for RMSD and RMSF analysis?,ChatGPT Web manual,6.7055,10.3333,2004.3333,0.0,0.0,0.0
2026-04-22T17:21:56,How do I analyze trajectories in AMBER using cpptraj commands?,LLM + RAG,5.6189,7.0,807.6667,3.0,0.0,2.0
2026-04-22T17:22:55,How do I analyze trajectories in AMBER using cpptraj commands?,LLM only,8.8731,8.6667,2409.3333,0.0,0.0,0.0
2026-04-22T17:22:55,How do I analyze trajectories in AMBER using cpptraj commands?,ChatGPT Web manual,7.7879,8.6667,5172.3333,0.0,0.0,0.0
2026-04-22T17:31:27,What are the key input parameters in the &cntrl namelist in AMBER?,LLM + RAG,8.0213,9.0,535.0,0.0,0.0,5.0
2026-04-22T17:31:58,What are the key input parameters in the &cntrl namelist in AMBER?,LLM only,8.0336,8.6667,1425.3333,0.0,0.0,0.0
2026-04-22T17:31:58,What are the key input parameters in the &cntrl namelist in AMBER?,ChatGPT Web manual,7.1177,9.6667,2658.3333,0.0,0.0,0.0
2026-04-22T17:38:24,What does the ntmin parameter control in AMBER minimization?,LLM + RAG,6.7325,4.6667,270.6667,2.0,0.0,3.0
2026-04-22T17:38:44,What does the ntmin parameter control in AMBER minimization?,LLM only,7.5799,6.3333,940.6667,0.0,0.0,0.0
2026-04-22T17:38:44,What does the ntmin parameter control in AMBER minimization?,ChatGPT Web manual,6.9307,7.3333,1425.3333,0.0,0.0,0.0
2026-04-22T17:45:28,What are the differences between sander and pmemd in AMBER?,LLM + RAG,8.638,8.6667,1092.6667,4.0,1.0,0.0
2026-04-22T17:46:15,What are the differences between sander and pmemd in AMBER?,LLM only,6.8491,8.6667,2449.6667,0.0,0.0,0.0
2026-04-22T17:46:15,What are the differences between sander and pmemd in AMBER?,ChatGPT Web manual,6.6669,8.0,2337.0,0.0,0.0,0.0
2026-04-22T17:52:39,What parameters control temperature and pressure in AMBER simulations?,LLM + RAG,9.9791,8.0,378.3333,3.0,2.0,0.0
2026-04-22T17:53:07,What parameters control temperature and pressure in AMBER simulations?,LLM only,8.6641,7.6667,1298.6667,0.0,0.0,0.0
2026-04-22T17:53:08,What parameters control temperature and pressure in AMBER simulations?,ChatGPT Web manual,7.651,7.6667,2080.0,0.0,0.0,0.0
2026-04-22T17:59:33,What are the main options available in AMBER input files?,LLM + RAG,10.4431,9.0,407.6667,1.0,0.0,4.0
2026-04-22T18:00:12,What are the main options available in AMBER input files?,LLM only,6.5725,8.3333,1778.6667,0.0,0.0,0.0
2026-04-22T18:00:12,What are the main options available in AMBER input files?,ChatGPT Web manual,6.485,8.6667,2839.6667,0.0,0.0,0.0
2026-04-22T20:32:37,How are PDB files prepared for AMBER simulations?,LLM + RAG,10.663,5.6667,704.6667,0.0,1.0,4.0
2026-04-22T20:33:26,How are PDB files prepared for AMBER simulations?,LLM only,8.6002,6.3333,2236.0,0.0,0.0,0.0
2026-04-22T20:33:26,How are PDB files prepared for AMBER simulations?,ChatGPT Web manual,6.8401,3.6667,2728.0,0.0,0.0,0.0
2026-04-22T20:40:26,What steps are required to generate prmtop and inpcrd files?,LLM + RAG,10.3866,7.3333,406.3333,2.0,1.0,2.0
2026-04-22T20:41:28,What steps are required to generate prmtop and inpcrd files?,LLM only,8.0328,7.3333,2575.0,0.0,0.0,0.0
2026-04-22T20:41:28,What steps are required to generate prmtop and inpcrd files?,ChatGPT Web manual,6.2807,6.3333,2378.6667,0.0,0.0,0.0
2026-04-22T20:47:50,What is pdb4amber and what does it do?,LLM + RAG,9.29,4.0,453.3333,2.0,2.0,1.0
2026-04-22T20:48:15,What is pdb4amber and what does it do?,LLM only,8.8268,4.6667,1188.0,0.0,0.0,0.0
2026-04-22T20:48:15,What is pdb4amber and what does it do?,ChatGPT Web manual,6.1687,7.0,1991.0,0.0,0.0,0.0
2026-04-22T20:54:42,What are residue libraries in AMBER and how are they used?,LLM + RAG,8.3646,7.3333,876.0,1.0,0.0,4.0
2026-04-22T20:55:23,What are residue libraries in AMBER and how are they used?,LLM only,6.5447,8.3333,2343.3333,0.0,0.0,0.0
2026-04-22T20:55:23,What are residue libraries in AMBER and how are they used?,ChatGPT Web manual,6.615,9.3333,2654.0,0.0,0.0,0.0
2026-04-22T21:02:37,What force field files are required for a simulation setup?,LLM + RAG,10.8907,9.0,456.3333,0.0,0.0,5.0
2026-04-22T21:03:10,What force field files are required for a simulation setup?,LLM only,8.1593,8.6667,1493.0,0.0,0.0,0.0
2026-04-22T21:03:10,What force field files are required for a simulation setup?,ChatGPT Web manual,7.2917,9.0,2788.0,0.0,0.0,0.0
